Samples	Label	135765 isomer2	16-Hydroxyhexadecanoic acid	1-monostearin labeled	"2,3-Diaminopropionic acid"	2-Coumaric acid	2'-Deoxyadenosine1	2'-Deoxyadenosine2	2-Methylpropanal	"3-Amino-2,3-dihydrobenzoic acid"	3-Hydroxyphenylacetate	3-Indoleacetonitrile	3-Methyladenine	3-Nitro-L-Tyrosine	4-Coumaric acid	4-Methylumbelliferone	5-Aminolevulinic acid	5-Aminopentanoic acid	5-Dehydroquinic acid	6-deoxyglucose	Acetaminophen glucuronide	Adenosine	adrenaline	alanine-alanine1	alanine-alanine2	Ascorbic acid	Asparagine minor	Azelate	"Benzen-1,3-Dicarboxylic acid"	Benzoate	beta-hydroxymyristic acid	beta-sitosterol	Brucine	Caffeine	cerotinic aci	chenodeoxycholic acid	Chlorogenic acid	cis-Aconitic acid	Cystamine1	Cystamine2	Cysteamine1	Cysteamine2	Cysteinylglycine	cystine minor	Deoxyguanosine	D-Fucose	D-Glutamine	digalacturonic acid1	digalacturonic acid2	DL-Homocystine	D-Maltose	D-Panose	D-Ribose1	D-Ribose2	D-Ribose3	D-Trehalose1	D-Trehalose2	D-Trehalose3	D-Trehalose4	D-Trehalose5	D-Xylulose1	D-Xylulose2	Epinephrine1	Epinephrine2	Galactitol	Galacturnonate	Gallic acid	gamma-Linolenic acid	Gluconolactone	Glutaric acid	Glyceraldehyde-3-phosphate	Glycerol	glycyl tyrosine	Harmaline	Histamine	histidine	Homocystine1	Homocystine2	Homovanillate	Hypotaurine	Indoleacetic acid	isoheptadecanoic acid NIST	isohexonic acid	Isopentenyladenosine	L-Ascorbic acid1	L-Ascorbic acid2	L-Aspartic acid3	L-Aspartic acid4	L-Cysteine1	L-Cysteine2	L-Glutamic acid	L-Glutamine	L-Homocysteine	Linoleic acid	lithocholic acid	L-Leucine	L-Lysine	L-Prolinamide	L-Proline	L-Rhamnose	L-Tyrosine1	L-Tyrosine2	L-Tyrosine3	Malonic acid	Maltose	maltotriose1	Maltotriose2	Maltotriose3	Maltotriose4	Melibiose1	Melibiose2	melibiose minor	Menaquinone	methionine sulfoxide minor	Myricetin	N-Acetylglucosamine	N-Acetylleucine	N-Acetylneuraminic acid	N-acetylornithine	Nonadecanoic acid methyl ester1	Nonadecanoic acid methyl ester2	nonanoic acid	noradrenaline	Octacosanoic acid	octadecylglycerol	O-Phospho-L-serine1	O-Phospho-L-serine2	ornithin	Paeonol	palatinitol	Palmitic acid1	Palmitic acid2	Panose_1_minor	Panose_2	Phosphorylcholine	Phthalic acid	Phytol_mixture of isomers	Pimelic acid	Protocatechuic acid	Psoralen	Purine	Putrescine	Pyridoxamine	Pyrocatechol	Pyrogallol	Quinolinic acid	Rhamnose	"Ribulose 1,5-bisphosphate_1"	serotonin1	Serotonin2	Serotonin3	Shikimic acid	Similar_catechin	Sinapyl aldehyde	sophorose minor	Spermidine1	Spermidine2	Spermidine3	Spermidine4	Spermine	spermine major	Stearic acid1	Stearic acid2	Sucrose	Tartarate	Taurine	tetracosane	tocopherol alpha	tranexamic acid	Trans-Aconitate	Tryptamine1	Tryptamine2	Tryptophan	Tyramine1	Tyramine2	Uridine1	Uridine2	xylose
48h-UKNO3-R2	48H+U	0.338667465	5.412916577	0.561047281	0.47763538	1.857489995	0.140456259	1.949834778	2.895546283	1.837298287	1.074154382	2.142502397	2.744559089	1.557793528	0.387244573	0.291673858	0.304857338	0.347945573	0.485946426	1.837298287	0.323330699	0.570731462	1.160704944	0.773895357	1.660416873	0.903118179	5.412916577	5.358614066	0.681056398	4.979266057	1.511826171	0.309197678	0.985776786	0.703411846	2.744559089	0.743379923	0.824459455	1	2.262222205	0.373836567	0.794450087	1.481053683	6.074639325	6.332949949	0.448037892	1.912887169	0.111090347	0.952240682	0.801812471	3.753106736	1.528862267	0.649577941	1.14116863	0.518940612	0.858820178	1.198707519	0.863836507	0.19570468	0.327510979	1.013608816	0.819570885	0.794357112	1.987927085	1.987927085	3.18113479	0.596912936	0.548534737	0.717509674	1.166139592	3.171376646	1.230689309	2.401582551	0.675558565	1.256777564	0.86229906	0.422443827	0.540606465	0.875391406	2.632910301	0.769233453	0.439249598	0.995694457	1.960137928	0.49245267	6.074639325	2.336690292	1.936800734	2.356357317	1.627636888	1.241687617	2.895546283	1.29909747	0.170569951	0.78336018	0.745565404	0.405100957	0.131423402	1.298814143	0.675569782	2.118646643	0.849222169	4.918978459	1.828507252	0.51080964	1.601197262	2.351026174	0.356901765	1.061371594	3.449674926	2.356357317	1.000409663	6.101201269	5.162997057	0.51967957	0.431965901	0.507589589	1.216002182	0.336050085	1.148866685	0.160476761	0.628505669	0.893829203	0.360389648	1.498792539	1.055275957	0.364590596	0.850483124	0.317625345	1.298783504	9.762103846	1.007949752	0.713439173	0.986030901	0.683966314	1.912887169	3.171376646	0.182487039	0.360162644	0.859331077	1.10372161	4.991149792	1.015090045	2.835604599	2.893196001	0.681646345	0.322228948	1.902064379	9.762103846	0.421619937	1.171996055	3.546219017	0.759433904	0.471670589	0.681762221	0.452437275	4.652553384	1.235211564	1.828507252	6.332949949	0.433937318	0.405257768	0	0.765325839	1.241687617	0.837458626	4.979266057	0.561622872	1.108463578	0.591678219	1.649634641	0.386816792	2.080685873	0.648027928	2.311170573	3.546219017	2.63432966	1.112922156	0.648499771
6H-KNO3-R1	6H	0.370121553	0	0.626575992	0.971856247	1.196408666	0.602402666	2.010433661	3.289319675	2.693592641	0.965216391	1.676330685	3.223030244	2.33329528	0.903408114	0.336132219	0.159918365	0.384828386	1.155066468	2.693592641	1.000147238	0.853579913	0.909391169	0.79299767	2.134148584	2.543630619	0	0	0.829990205	5.184741978	1.808436781	0.378700486	1.089687617	0.800541486	3.223030244	0.953797039	1.446253245	1.149032486	2.394644994	0.45116874	0.33504464	2.33329528	5.873578696	7.217329123	0.507996234	1.007812657	0.267337951	1.275390813	1	2.851868953	0.760039821	0.727412466	1.073572734	0.583220217	1.034841683	1.532768393	0.769157699	0.194673827	0.42444029	1.07342323	0.853917185	1.046359632	0	2.217427036	3.570413163	0.754009028	0.843483269	0.791529658	1.361461492	3.057940155	1.55139248	0.280714431	0	0.370194021	1.100153458	0.648930294	0.904408315	0.836391016	2.400609266	1.046359632	2.294880129	2.156497315	2.241568885	0.633366004	5.843610937	2.508708357	1.385360873	3.136566272	0.95206172	1.533078448	3.289319675	1.418650507	0.605517323	0.448842838	0.863592856	0.444442829	0.315393622	2.963381443	0.64858302	2.548918847	0.671062578	5.803169427	1.971512224	0.378573018	3.354563918	3.136566272	0.401123106	1.466429495	0	3.136566272	2.178392186	7.848379641	6.738703891	0.208137745	0.586912193	0.652466831	1.921750843	0.370121553	0.441487447	0.283489659	0.782251564	0.951905284	0.404241261	1.672878765	0.908907499	0.384674365	0.807974341	0.481888213	0.916036879	12.50254953	1.401827729	0.86259547	1.067823391	0.778298302	3.571757445	2.152804676	0.313448099	0.795805936	0.983320419	1.201492517	4.506894432	2.543630619	3.476520037	1.304697096	0.974464716	0.308616876	1.72611894	12.50254953	0.522261177	1.194942377	1.702242005	0.786662863	0.653753353	0.84880535	0.584876273	0.841056855	1.679362133	1.971512224	7.217329123	0.812963086	0.409326444	1.354009152	0.994345819	1.401887397	0.131034459	1.926381585	0.330449718	1.291650747	0.755418841	1.912421808	0.751097029	2.824199823	0.629029571	2.535656803	1.211829817	2.400609266	2.42708871	0.913293524
6H-KNO3-R2	6H	0.357722435	6.111600877	0.548128746	0.70126469	2.46402809	0.590089948	1.687551808	0.817461808	2.292820288	1.130548922	2.262943004	3.108497009	2.326721162	0.867351037	0.532108331	0.356379112	0.380365347	1.086795856	2.292820288	0.557139803	0.71616465	1.170763369	0.856443906	1.687551808	0	6.111600877	0	0.745878855	5.566342048	1.70993574	0.273181526	0.643131345	0.783433004	3.115167624	0.667768989	0.976165189	1.095206027	2.52425128	0.401346667	1.085782283	2.326721162	5.429584172	6.227005297	0.463319541	3.417660832	0.086678672	1.130113115	0.966874023	3.958128419	0.746710885	0.716186739	1.02393478	0.559717361	0.931151789	0	0.586170236	0.201159411	0.328605388	1	0.818996265	1.02345387	1.664557774	2.644169832	3.003370736	0.850257181	0.172841514	0.806470763	1.293495568	3.285415116	1.457912057	2.47672949	1.027014528	1.3463787	1.036845879	0.534272987	0.547811225	0.970704897	3.524866723	0.994700763	0.771242342	1.432727608	2.338592394	0.696178402	5.053566257	2.425115864	2.772707876	4.006999138	1.848611943	0.867726099	1.601591818	1.294964371	0.344554164	0.836544921	0.34374011	0.578948419	0.235221631	2.165460752	0.639613607	3.712284027	0.767332621	5.433962871	0.131117169	0.727493093	3.354564952	4.006999138	0.112347806	1.094192661	3.565976747	4.006999138	6.08031227	1.586337635	5.376479701	0.510785342	0.532548228	0.587808521	1.374457209	0.354890648	0.448812415	0.329648642	0.693754421	0.899574481	0.388204479	1.506959117	0.925161363	0.352577942	0.897035358	0.463379354	1.468961008	11.63121894	1.129391323	0.832608684	1.022665883	0.732649164	3.417660832	0.423420122	0.156426545	0.793081123	0.939021595	1.255400133	4.87536291	1.248509048	3.218222277	3.003370736	0.775989579	0.209579525	2.165460752	0	0.450511721	1.204890023	3.758576626	0.78860891	0.558399158	0.699093515	0.60305021	0.876273573	1.164559694	2.08836228	6.213649749	0.54991441	0.468546857	1.176423592	0.928654706	1.399857652	1.158771341	5.566342048	0.235221631	1.208894439	0.788821156	2.011513652	0.451678251	2.687792854	1.736045656	2.134721021	1.616560833	3.524866723	1.294606579	0.918146834
6H-KNO3-R3	6H	0.333018534	0	0.602198508	0.835085526	1.152009856	0.504870911	2.414691611	2.681793031	2.43966434	1.334917006	1.628099483	3.059705857	2.149441444	0.827837316	0.262922192	0.203419832	0.346283522	1.031839962	2.43966434	0.529612222	0.703129671	1.078299726	0.752509886	2.117114105	2.113826655	0	0	0.704833198	4.623960531	1.661916598	0.415261367	1.794824038	0.761733322	3.059705857	0.874413261	0.963743469	0.161746036	2.165246728	0.425755431	1	2.149441444	6.721418314	6.622267863	0.479591	3.369802732	0.271791876	1.1882193	0.830432119	3.021515209	1.55981582	0.711877613	0.987822114	0.548034181	0.993090673	1.455211007	0.676290775	0.264189079	0.389858374	1.010109958	0.795215986	0.954628036	2.049319391	2.049319391	2.681793031	0.633861158	0.702859604	0.175538653	1.216821313	2.90421729	1.436280197	0.188485237	1.059810999	0.629734323	1.037326645	0.449163192	0.777379227	0.833974371	2.149441444	0.954628036	2.246859003	2.070126086	2.107220904	0.538719469	6.632316843	2.243941001	2.295346738	2.909440714	0.811184266	0.357197259	2.681793031	1.297613729	0.524386552	0.836380532	0.399602391	0.525922213	0.294540678	2.64024035	0.653446862	2.193128503	0.849854901	5.500201021	1.766992814	0.419127944	2.473789939	1.262188094	0.355595037	1.285277569	6.855498902	2.905960518	1.790245386	6.54762529	6.551055162	0.460892442	0.569025261	0.580012999	1.698396574	0.132681797	1.270658395	0.24653699	0.68868862	0.883437032	0.396386087	1.572838472	0.877348124	0.32067472	0.73283026	0.40513426	0.833602127	11.76540553	1.041522094	0.815592307	1.024106887	0.755932254	3.369802732	2.002727717	0.212612383	0.662398572	0.920505425	1.089461921	5.375831735	1.852332484	3.325164327	1.188210026	0.988359619	0.335998111	2.646556738	11.76540553	0.429132986	1.099485649	2.217330496	0	0.650005839	0.785853469	0.222963456	0.865653253	1.627230908	1.790245386	6.622267863	0.786918564	0.406533635	1.173957764	0.922230831	1.350764959	1.179189823	4.623960531	0.320234281	1.206122637	0.740292324	1.781017153	0.451861437	2.673585503	0.990929503	2.897223362	2.217330496	2.146252357	1.848034713	0.713786649
6H-KNO3-R4	6H	0.391308402	8.390679735	0.637795213	0.768239716	1.10457032	0.553497252	2.251399479	3.8132587	2.372760731	0.773456483	1.008963893	2.981960955	1.83068757	0.34517042	0.387963811	0.323701956	0.578194725	1.008047576	2.372760731	0.610861244	0.925450342	0.998644399	0.824767623	1.892677904	0.397359458	8.434941864	8.390679735	0.571151611	2.808498744	1.062557145	0.426758465	1.203731641	0	2.979442405	0.21616188	1.640050865	1.214902799	0.253161635	0.495740476	1.014427603	1.044274845	6.562413913	7.004754319	0.540403004	1.170325158	0.093451648	1.344790513	0.912590941	2.814161055	1.507181385	0.73473342	0.897980962	0.575150415	1.335922898	0	0.704637679	0.28770772	0.407471641	0.366465251	0.738276803	0.665864088	1.911234753	1.794661758	3.731498238	0.742284969	0.488763479	0.548690398	1.229703651	2.828218037	1.210376866	2.893823159	1.128605631	1.276935901	1.586893929	0.160264035	0.704577149	0.896217637	1.286567298	0.745621029	0.81701438	0.234481751	2.164189255	0.463372463	6.170574529	2.164189255	2.130216535	2.570453555	1.677902787	1.209393965	3.786916779	1.467122734	0.448035984	0.351272617	0.848480735	0.570479012	0.439580635	2.808498744	0.457974366	2.948881867	0.863826551	5.741860321	1.475870142	0.387396976	2.948881867	2.570453555	0.412489343	1.152714954	3.739516093	2.570453555	1.203732259	9.011112672	6.831783954	0.526922298	0.628690156	0.751766675	1.487900864	0.386520678	0.791153491	0.898621793	1.964848495	1.406573344	0.440113135	1.670256824	0.898030631	0.154488463	0.808526394	0.381664945	0.634580826	12.62825488	1.500362632	0.766042034	0.944543061	0.855663819	3.280687285	2.828218037	0.603604878	0.953738469	1.005008857	0.845664729	2.084878945	0.581153585	3.42593034	1.186249193	1.380336722	0.647562892	1	0	0.522189105	0.915087129	3.77909901	0.78957398	0.966018729	1.062977737	0.741252047	0.978593934	1.696777726	1.475870142	7.004754319	0.334563166	0.377732332	0.952740648	1.929438084	1.160122513	0.952740648	2.76235487	0.439580635	0.694719944	0.745329878	1.631730202	0.521360214	2.866852129	2.368779581	2.661981466	3.77909901	0	1.640128894	1.06288089
6H-KNO3-R5	6H	0.338482661	6.80113921	0.722031002	0.506186033	0.475232903	0.575649372	2.070675604	3.087485015	2.347297138	0.918443466	1.060435851	2.98381591	1.866819598	0.74196655	0.368021362	0.335596757	0.31840919	0.926235998	2.347297138	1.301885727	0.972743913	0.843034146	0.784877635	2.452477198	0.637578441	6.80113921	6.80113921	0.639806606	4.200291662	1.609859666	0.21891589	0.798066721	1.042710263	2.98381591	0.74393266	1.336521154	1.112949141	1.307593513	0.498941928	1.144737983	1.979787081	6.693653962	7.113989766	0.56620131	3.256515448	0.464890532	1.138463149	0.588552014	2.817696111	1.57705794	0.684751734	0.849709278	0.545732309	1.383969444	1.404272654	0.566329723	0.240908705	0.346783629	0.892332147	0.695068859	0.843370749	2.118477208	2.123656879	3.903798083	0.677647154	0.943016121	0.685806603	1.198961274	3.099659766	1.263937001	2.73921804	1.126511501	1.176040387	1.168325748	0.278896928	0.637702812	0.746982927	1.730689163	0.836690593	0.5968483	1.844214409	1.997464687	0.192648559	5.993691678	2.295406079	1.918453532	2.380655731	0.765028294	1.187784384	3.323256995	1.421089697	0.301189654	0.752083057	0.360873069	0.517279038	0.121123792	2.811813638	0.542587191	2.595120306	0.89304858	5.993691678	1.535094467	0.331099977	2.883647693	2.380655731	0.390399991	4.449395468	3.734475237	2.380655731	0.929017215	0	6.750382548	0.469406237	0.572526166	0.591629316	1.119831598	0.34154324	0.332805623	0.785271033	0.448064379	0.926078429	0.389213383	1.49747672	0.792642686	0.265725979	0.749685715	0.523882611	0.683898936	12.89902699	0.992168453	0.695138598	0.87441326	0.793614253	3.258711346	3.099659766	0.303599992	0.391774377	0.952365844	0.873912382	2.10804119	0.585334408	3.331675668	3.087485015	1.1886923	0.224347718	2.811813638	12.89902699	0.454170146	1.161768379	3.065325267	0.914149519	0.790294955	0.921468953	0.607545983	0.914401254	1.20681213	1.535094467	7.113989766	0.671862419	0.36048518	1.025805195	1.003434467	1.15028982	1.025805195	4.200291662	0.371268301	1.071516454	0.376317729	1.609148749	0.425947572	2.843868161	1.955714335	2.760787574	3.065325267	1	1.566810233	1.015178015
6H-UKNO3-R1	6h+U	0.345270481	6.535311375	0.570563667	0.549309084	1.382053054	0.494227355	2.281518772	1.341247123	2.35198011	0.886939915	1.844803837	2.961872841	1.700442488	0.654870226	0.259236001	0.302695405	0.363693816	0.849066865	2.35198011	0.543071949	0.724941131	1.071661253	0.750783773	1.783519725	1.465286003	6.514583017	6.541209674	0.702325009	4.264146505	1.646423285	0.402404098	0.710828898	0.739922743	2.964744266	0.862971962	1.417069238	0.582830653	1.441056153	0.450276497	0.942149112	1.763478481	1.412872615	6.381161596	0.45818268	1.026004002	0.274489313	1.299338545	0.801009531	2.846803179	1.637068405	0.75607844	0.875876077	0.539875093	0.930510686	1.215771569	0.68973655	0.302287085	0.360027874	0.924127027	0.835185743	1	1.687260233	2.237062241	3.876332931	0.67520117	0.306759257	0.757658832	1.240376309	2.995969336	1.478757901	2.71134242	0.95722405	1.239905283	0.990373888	0.414520492	0.689412826	0.788280961	2.305486059	1	2.576085711	1.946520735	2.254559528	0.202105308	3.169700251	2.314934878	2.3196305	2.8576512	1.137134263	1.516553288	3.178459831	1.287418289	0.173261449	0.349943314	0.707358237	0.526056454	0.111103654	2.523735328	0.572966645	2.456647545	0.895256104	5.475335559	1.787474327	0.310400738	3.004373221	2.8576512	0.32981445	1.359198261	3.816687554	2.8576512	1.966283718	6.746825953	5.354959308	0.221695404	0.516457126	0.598060934	1.976017954	0.345270481	1.251667372	0.610546926	0.5830343	0.916095607	0.401075921	1.709118365	1.006780135	0.144280636	0.852796018	0.343315865	0.989864368	11.14485765	0.90722335	0.793778368	1.005119906	0.691480351	3.173460279	2.050654267	0.172420714	0.577998519	0.9180158	1.085447273	5.027598518	1.453201898	3.060581149	3.175962022	0.892437402	0.319747328	1.250364788	11.14485765	0.394900256	0.95105631	2.733455976	0.767991445	0.595795384	0.750762972	0.591554355	0.792271241	1.618031	1.795331458	6.381161596	0.810439748	0.411086795	1.252911194	0.85095259	1.365917797	0.614156472	2.493688004	0.239745057	1.1623773	0.583539927	1.949842449	0.611493656	2.324307187	1.922944635	1.929739548	2.733455976	0.746568282	1.704791465	0.947835432
6h-UKNO3-R2	6h+U	0.392403365	5.004509343	0.652511912	0.436645299	1.884791561	0.599459589	0.140482177	1.380299439	2.431249898	1.178499254	2.480880887	3.048609997	2.094319253	0.734089385	0.53138204	0.372540693	0.36192023	0.837358512	2.431249898	0.397326564	0.654946169	1.404238286	0.93505736	1.684136674	0.932650271	5.004509343	4.960655966	0.882278477	5.880196332	1.688921179	0.413651577	1.011307404	0.805882929	0.31264641	0.829559394	0.989230108	0.629449307	2.654221759	0.386850932	0.934423903	2.094319253	6.491429031	7.095528197	0.493896443	3.396819398	0.29556933	1.30270414	0.77142714	4.279724262	0.775651082	0.695896503	0.906885647	0.558240967	0.982348075	1.250178705	0.711299342	0.241483895	0.333470753	0.954523886	0.852916237	1.088648506	3.386170991	3.386170991	3.416752864	0.498064962	0.582171681	0.787217952	1.207341522	3.454796761	1.286445376	2.807470111	1.001917226	1.377860525	1.127755454	0.484909156	0.504918523	0.996233844	3.239890853	1.088648506	2.807470111	1.669617532	2.263366199	0.587693759	6.491429031	1.958489828	2.214501224	2.749294775	1.813146925	0.887278692	1.456642896	1.507213589	0.444173941	0.344698014	0.832190688	0.518032049	0.143597725	1.976071467	0.901204956	2.345368421	0.78622432	5.475083289	2.320362589	0.62032662	3.2476511	2.749294775	0.410306743	1.239982926	3.699326024	2.749294775	3.00704635	6.863681247	5.291972608	0.590432173	0.559566819	0.576306318	1.989914801	0.390161969	1.281141514	0.226127969	0.337986761	0.486816725	0.608149458	1.693678728	1.076291134	0.390308261	0.948053661	0.478594535	1.349313765	11.48435695	0.81606348	0.79703955	1.048449132	0.763946863	0	3.454796761	0.362631351	0.776289344	0.943432654	1.226048355	5.82857817	1.105451335	0	2.886382022	0.889763562	0.377562049	1.989914801	11.48435695	0.492180032	1.25065829	3.679329276	0.791855785	0.6075948	0.798063075	0.693217507	2.716496876	1.104596288	2.320362589	3.699326024	0.412693435	0.449488685	1	0.843572256	1.516577713	1	5.880196332	0.154340852	0.606125186	0.648460683	1.951367984	0.466153708	2.405655893	1.134752203	2.807470111	3.679329276	3.239890853	1.207085753	0.790405933
6H-UKNO3-R3	6h+U	0.349673886	6.203418652	0.696779934	0.520285065	0.890445518	0.475461731	2.213444141	2.705179649	2.2499762	1.421617077	2.230641399	2.931108151	1.802762174	0.600376415	0.34296882	0.293220578	0.360745205	0.858184004	2.2499762	0.816712955	0.666112222	1.1750385	0.512234274	1.634519955	1.062463869	6.091071233	6.569146758	0.845620582	5.143834802	1.597358827	0.430873426	0.513812164	0.754651295	2.933929239	0.785437273	1.089905328	0.566318491	1.378070294	0.422329387	0.92562488	2.242764689	5.93335649	6.222274144	0.455496756	1.053531849	0.099608984	1.639047734	0.816712955	3.120508023	0	0.72479182	0.863715963	0.549049591	0.86740862	1.160496198	0.650613112	0.305130293	0.343084486	0.916787093	0.822185731	2.67161316	1.652483151	2.220847019	3.324836317	0.718710038	0.756695221	0.747011507	1.202976339	2.895376797	1.456178612	2.621389435	0.942270307	1.293904472	0.945242537	0.448100432	0.581716558	0.822937093	2.975609938	0.986772988	2.421129471	1.908421354	2.330895981	0.621228022	3.867783769	2.079196152	2.19597542	2.675007844	1.325110232	1.496799353	2.989247204	1.258658394	0.427560184	0.366071391	0.335357149	0.524839692	0.13702349	2.469808374	0.684628073	2.2355065	1.00792143	5.355096427	1.756811779	0.343768432	3.016154566	2.669912578	0.108133695	1.22860926	3.689403657	2.669912578	1.901736812	6.265831481	4.867988749	0.17859522	0.495917587	0.550171329	1.728857745	0.349673886	1.238054317	0	0.588854597	0.84740072	0.38931805	1.78770709	0.983212863	0.132216703	0.913165779	0.449984876	1.442143019	11.04240622	0.995611836	0.799829566	1	0.169318558	3.163512557	2.898267839	0.32207555	0.529736541	0.917349457	1.08678906	4.938622261	1.082379979	3.025459642	2.989247204	0.810893639	0.309755314	2.469808374	11.04240622	0.150708816	0.978132085	3.378820342	0.780418792	0.57064899	0.670593637	0.572719626	0.792237783	1.508717418	1.768524203	6.222274144	0.680423723	0.428448556	0.503312634	0.954051049	1.351593744	1.190468867	5.143834802	0.208975198	1.151138041	0.734660976	1.937937695	0.49465283	2.292305394	0.720373973	2.20099481	3.378820342	2.983807252	1.42231244	0.845714889
6h-UKNO3-R4	6h+U	0.374631429	6.270017919	0.602561056	0.530915637	2.600725041	0.656049442	0.149299517	3.171320199	2.119666472	1.173356627	2.604400982	2.960845448	2.114110309	0.736331998	0.850132932	0.3060977	0.151409533	0.8732808	2.119666472	0.649651009	0.697807839	1.525711343	0.89362633	0	1.492528284	0	6.270017919	0.836009791	6.009147269	1.644131149	0.391095096	1	0.720835177	2.960845448	0.274383274	0.739589076	1.080208421	2.761725467	0.431818293	0.827220348	2.100090597	6.597755997	6.617714758	0.477240366	3.285957978	0.108651377	2.321502055	0.797553339	0	0.733355698	0.685603408	0.879570024	0.160279255	0.902199518	1.232709051	0.573392125	0.23164554	0.334824198	0.954932035	0.833285627	0.844156897	0.241433877	3.783352476	3.429483534	0.518722919	0.56992538	0.758905199	1.146210422	3.285957978	1.404253945	2.503248129	0.886204008	1.345202063	1.030467272	0.561602364	0.478034615	1.148280632	2.699962146	0.68592838	2.51707851	1.405885024	2.254932756	0.682303099	6.597755997	2.585916321	1.169489597	2.857902945	1.887317522	1.421344973	1.457325223	1.35354578	0.402678365	0.236663569	0.804112615	0.453916817	0.10755614	1.270597757	0.551847183	3.397430411	0.972049197	5.38880098	2.328411328	0.704251352	3.197104422	2.857902945	0.246101263	1.412317933	3.324700303	2.859426348	6.890575657	5.772401708	5.787307911	0.594223117	0.509146761	0.518086199	2.094429948	0.372375309	1.236222568	0.133787941	0.791363729	1.277446309	0.19676771	1.657832873	1.066609656	0.364879362	0.915283431	0.679142444	1.693305248	11.14838881	0.516927432	0.835336481	1.020182029	0.678531547	2.485238526	3.285957978	0.247615328	0.197492678	0.923625428	1.212667265	5.206965939	1.411392301	3.200754088	1.47106537	0.664907341	0.280546558	1.270597757	11.14838881	0.418325662	1.36609225	3.957827236	0.732737359	0.386034274	0.609731535	0.481546348	0.538268244	0.932637933	2.328411328	6.617714758	0.283455409	0.440026736	1.114799715	0.986011147	1.445492935	1.122741063	6.009147269	0.110431842	1.172345817	0.544102124	0	0.42929048	2.309894351	1.67575678	2.929268344	3.957827236	2.699962146	1.289307323	0.633052646
6H-UKNO3-R5	6h+U	0.404506702	8.429799151	0.561890131	0.375430674	1.334867121	0.681656066	1.627439619	3.447353435	2.386406104	0.833066469	0.860448354	2.95973477	1.608546622	0.609606455	0.419249683	0.286283674	0.591421694	0.784860685	2.386406104	0.679795849	0.954749929	0.95884491	0.960424088	1.054447999	0.413845032	8.429799151	8.414297463	0.605229636	3.724281775	1.094006234	0.397664664	1.271159689	0.864028554	2.957222261	0.603070167	1.517483134	0.66860812	1.756202324	0.566205636	1.012783943	1.608546622	6.266497754	7.004887833	0.54933581	1.15860034	0.124569818	1.164447797	0.644770056	2.731753056	0.720075951	0.722706935	0.801196451	0.620776293	1.323112412	0.387148395	0.693621333	0.35676843	0.437300473	1	0.785488633	0.940021453	2.014941799	1.844647825	3.200668831	0.88001935	0.625572596	0.543079782	1.266350815	2.588851825	1.758064229	2.800722125	0.53384428	1.333619462	1.256034541	0.142048171	0.692234729	0.917338726	1.964963818	0.933921521	2.797915788	1.727354848	2.277226809	0.19194754	6.376555262	0	2.1276796	2.482854516	1.01789709	0.813649195	3.447353435	1.688730625	0.448837598	0.319450249	0.821220824	0.576164645	0.322262926	2.792286164	0.412519543	2.306532575	0.833663632	5.960604256	1.571492572	0.308812905	2.972233798	2.482854516	0.095343742	1.266841966	2.792286164	2.482854516	1.947726405	0	6.18709466	0.28286556	0.158955747	0.628582391	1.378631936	0.426276404	0.828608077	0.559878875	2.108068534	0.575553485	0.407942357	1.739221982	1.027827398	0.206639621	0.988036863	0.353783538	0.776643115	11.9858484	1.552716883	0.745485614	0.942947979	0.835649145	3.107843038	0	0.568952711	1.16376071	1.029418217	0.875067927	1.821376111	0.930646739	3.023615888	1.192713677	1.195604547	0.662389609	2.81744325	11.9858484	0.397617057	0.961083307	4.040687626	0.388903082	0.859813645	0.976560514	0.642162204	0.728252651	1.760554863	1.571492572	7.004887833	0.343613742	0.468513475	1.053686172	1.970642936	1.20023319	1.053686172	3.724281775	0.18127703	0.6426189	1.001472107	1.668488568	0	2.572340841	1.15173102	2.268713733	4.032590034	1.964963818	1.517181012	1.088760501
